atlas_label,n_label_voxels,label_volume [mm³],n_lesion_voxels,lesion_volume [mm³],lesion_volume [percent]
Right CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 44,0,0,0,0,0
Left CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 44,0,0,0,0,0
Right CerebrumSub-lobarInsulaGray MatterBrodmann area 44,0,0,0,0,0
Left CerebrumSub-lobarCaudateGray MatterCaudate Body,0,0,0,0,0
Right CerebrumSub-lobarCaudateGray MatterCaudate Body,0,0,0,0,0
Left CerebrumLimbic LobeAnterior CingulateWhite MatterCorpus Callosum,0,0,0,0,0
Right CerebrumLimbic LobeAnterior CingulateWhite MatterCorpus Callosum,0,0,0,0,0
Right CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 46,0,0,0,0,0
Left CerebrumFrontal LobeMiddle Frontal GyrusGray MatterBrodmann area 46,0,0,0,0,0
Left CerebrumMiddle Occipital Gyrus,0,0,0,0,0
Left CerebrumOccipital LobeMiddle Temporal GyrusGray MatterBrodmann area 19,0,0,0,0,0
Right CerebrumOccipital LobeMiddle Temporal GyrusGray MatterBrodmann area 19,0,0,0,0,0
Right CerebrumOccipital LobeMiddle Temporal GyrusWhite Matter,0,0,0,0,0
Left CerebrumOccipital LobeMiddle Temporal GyrusGray MatterBrodmann area 39,0,0,0,0,0
Left CerebrumTemporal LobeMiddle Temporal GyrusGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumTemporal LobeMiddle Temporal GyrusGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumOccipital LobeMiddle Temporal GyrusGray MatterBrodmann area 39,0,0,0,0,0
Left CerebrumOccipital LobeCuneusGray MatterBrodmann area 23,0,0,0,0,0
Right CerebrumOccipital LobeCuneusGray MatterBrodmann area 23,0,0,0,0,0
Left CerebrumTemporal LobeSuperior Temporal GyrusGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumTemporal LobeSuperior Temporal GyrusGray MatterBrodmann area 39,0,0,0,0,0
Inter-HemisphericLimbic LobePosterior Cingulate,0,0,0,0,0
Left CerebrumLimbic LobeExtra-NuclearWhite MatterCorpus Callosum,0,0,0,0,0
Right CerebrumLimbic LobeExtra-NuclearWhite MatterCorpus Callosum,0,0,0,0,0
Left CerebrumLimbic LobeSub-GyralWhite MatterCorpus Callosum,0,0,0,0,0
Inter-HemisphericLimbic LobeExtra-NuclearWhite MatterCorpus Callosum,0,0,0,0,0
Right CerebrumLimbic LobeSub-GyralWhite MatterCorpus Callosum,0,0,0,0,0
Superior Temporal Gyrus,0,0,0,0,0
Left CerebrumTemporal LobeTransverse Temporal GyrusWhite Matter,0,0,0,0,0
Right CerebrumTemporal LobeTransverse Temporal GyrusWhite Matter,0,0,0,0,0
Right CerebrumTemporal LobeTransverse Temporal GyrusGray MatterBrodmann area 41,0,0,0,0,0
Left CerebrumTemporal LobeTransverse Temporal GyrusGray MatterBrodmann area 41,0,0,0,0,0
Left CerebrumSub-lobarInsulaGray MatterBrodmann area 41,0,0,0,0,0
Right CerebrumSub-lobarInsulaGray MatterBrodmann area 41,0,0,0,0,0
Left CerebrumSub-lobarTransverse Temporal GyrusGray MatterBrodmann area 41,0,0,0,0,0
Left CerebrumSub-lobarTransverse Temporal GyrusWhite Matter,0,0,0,0,0
Left CerebrumSub-lobarThalamusGray MatterLateral Posterior Nucleus,0,0,0,0,0
Right CerebrumSub-lobarThalamusGray MatterLateral Posterior Nucleus,0,0,0,0,0
Right CerebrumTemporal LobeTransverse Temporal GyrusGray MatterBrodmann area 42,0,0,0,0,0
Left CerebrumTemporal LobeTransverse Temporal Gyrus,0,0,0,0,0
Left CerebrumTemporal LobeTransverse Temporal GyrusGray MatterBrodmann area 42,0,0,0,0,0
Right CerebrumTemporal LobeTransverse Temporal Gyrus,0,0,0,0,0
Right CerebrumTemporal LobePrecentral GyrusWhite Matter,0,0,0,0,0
Left CerebrumFrontal LobeTransverse Temporal GyrusWhite Matter,0,0,0,0,0
Left CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 13,0,0,0,0,0
Left CerebrumSub-lobarPrecentral GyrusGray MatterBrodmann area 13,0,0,0,0,0
Right CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 13,0,0,0,0,0
Left CerebrumTransverse Temporal Gyrus,0,0,0,0,0
Left CerebrumTemporal LobePrecentral GyrusWhite Matter,0,0,0,0,0
Left CerebrumTemporal LobePrecentral GyrusGray MatterBrodmann area 43,0,0,0,0,0
Left CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 43,0,0,0,0,0
Right CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 43,0,0,0,0,0
Right CerebrumTemporal LobePrecentral GyrusGray MatterBrodmann area 42,0,0,0,0,0
Left CerebrumTemporal LobePrecentral GyrusGray MatterBrodmann area 42,0,0,0,0,0
Left CerebrumPrecentral Gyrus,0,0,0,0,0
Inter-HemisphericSub-lobarLateral VentricleCerebro-Spinal Fluid,0,0,0,0,0
Right CerebrumPrecentral Gyrus,0,0,0,0,0
Left CerebrumFrontal LobeInsulaWhite Matter,0,0,0,0,0
Right CerebrumFrontal LobeInsulaWhite Matter,0,0,0,0,0
Left CerebrumFrontal LobeInferior Frontal GyrusGray MatterBrodmann area 44,0,0,0,0,0
Right CerebrumFrontal LobeInferior Frontal GyrusGray MatterBrodmann area 44,0,0,0,0,0
Left CerebrumLimbic LobeExtra-Nuclear,0,0,0,0,0
Right CerebrumLimbic LobeExtra-Nuclear,0,0,0,0,0
Inter-HemisphericLimbic LobeAnterior Cingulate,0,0,0,0,0
Left CerebrumMiddle Frontal Gyrus,0,0,0,0,0
Right CerebrumGray MatterBrodmann area 10,0,0,0,0,0
Inter-HemisphericFrontal LobeMedial Frontal GyrusGray MatterBrodmann area 10,0,0,0,0,0
Left CerebrumLimbic LobePosterior CingulateGray MatterBrodmann area 31,0,0,0,0,0
Right CerebrumLimbic LobePosterior CingulateGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumLimbic LobePosterior CingulateGray MatterBrodmann area 18,0,0,0,0,0
Left CerebrumLimbic LobePosterior CingulateGray Matter,0,0,0,0,0
Right CerebrumLimbic LobePosterior CingulateGray MatterBrodmann area 18,0,0,0,0,0
Right CerebrumLimbic LobePosterior CingulateGray Matter,0,0,0,0,0
Left CerebrumLimbic LobePosterior CingulateGray MatterBrodmann area 23,0,0,0,0,0
Right CerebrumLimbic LobePosterior CingulateGray MatterBrodmann area 23,0,0,0,0,0
Left CerebrumOccipital LobeMiddle Temporal GyrusGray MatterBrodmann area 22,0,0,0,0,0
Left CerebrumSuperior Temporal GyrusGray MatterBrodmann area 22,0,0,0,0,0
Right CerebrumOccipital LobeMiddle Temporal GyrusGray MatterBrodmann area 22,0,0,0,0,0
Left CerebrumOccipital LobeSuperior Temporal GyrusGray MatterBrodmann area 22,0,0,0,0,0
Right CerebrumTemporal LobeSub-GyralGray MatterBrodmann area 41,0,0,0,0,0
Right CerebrumTemporal LobeInsulaWhite Matter,0,0,0,0,0
Left CerebrumTemporal LobeInsulaGray MatterBrodmann area 41,0,0,0,0,0
Right CerebrumTemporal LobeInsulaGray MatterBrodmann area 41,0,0,0,0,0
Left CerebrumTemporal LobePostcentral Gyrus,0,0,0,0,0
Left CerebrumParietal LobePostcentral Gyrus,0,0,0,0,0
Left CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 40,0,0,0,0,0
Left CerebrumParietal LobeInsulaWhite Matter,0,0,0,0,0
Left CerebrumSub-lobarExtra-NuclearWhite MatterPulvinar,0,0,0,0,0
Right CerebrumParietal LobeInsulaWhite Matter,0,0,0,0,0
Right CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 40,0,0,0,0,0
Right CerebrumTemporal LobePostcentral Gyrus,0,0,0,0,0
Right CerebrumParietal LobeSuperior Temporal Gyrus,0,0,0,0,0
Right CerebrumSub-lobarInsulaGray MatterBrodmann area 40,0,0,0,0,0
Right CerebrumParietal LobePostcentral Gyrus,0,0,0,0,0
Left CerebrumParietal LobeSuperior Temporal Gyrus,0,0,0,0,0
Left CerebrumParietal LobePostcentral GyrusWhite Matter,0,0,0,0,0
Left CerebrumSub-lobarInsulaGray MatterBrodmann area 40,0,0,0,0,0
Right CerebrumParietal LobePostcentral GyrusWhite Matter,0,0,0,0,0
Left CerebrumSub-lobarThalamusGray MatterLateral Dorsal Nucleus,0,0,0,0,0
Right CerebrumSub-lobarThalamusGray MatterLateral Dorsal Nucleus,0,0,0,0,0
Left CerebrumPostcentral Gyrus,0,0,0,0,0
Left CerebrumSub-lobarThalamusGray MatterMidline Nucleus,0,0,0,0,0
Right CerebrumSub-lobarThalamusGray MatterMidline Nucleus,0,0,0,0,0
Left CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 43,0,0,0,0,0
Right CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 43,0,0,0,0,0
Left CerebrumParietal LobePostcentral GyrusGray Matter,0,0,0,0,0
Right CerebrumParietal LobePostcentral GyrusGray Matter,0,0,0,0,0
Left CerebrumParietal LobeSub-GyralWhite Matter,0,0,0,0,0
Right CerebrumParietal LobeSub-GyralGray MatterBrodmann area 43,0,0,0,0,0
Right CerebrumParietal LobeSub-GyralWhite Matter,0,0,0,0,0
Left CerebrumParietal Lobe,0,0,0,0,0
Left CerebrumParietal LobePrecentral GyrusWhite Matter,0,0,0,0,0
Left CerebrumParietal LobeExtra-NuclearWhite Matter,0,0,0,0,0
Right CerebrumParietal LobePrecentral GyrusWhite Matter,0,0,0,0,0
Left CerebrumParietal LobePrecentral Gyrus,0,0,0,0,0
Left CerebrumParietal LobePrecentral GyrusGray MatterBrodmann area 4,0,0,0,0,0
Right CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 4,0,0,0,0,0
Right CerebrumParietal LobePrecentral GyrusGray MatterBrodmann area 4,0,0,0,0,0
Right CerebrumParietal LobePrecentral Gyrus,0,0,0,0,0
Left CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 4,0,0,0,0,0
Left CerebrumFrontal LobeInferior Frontal GyrusGray MatterBrodmann area 6,0,0,0,0,0
Right CerebrumFrontal LobeInferior Frontal GyrusGray MatterBrodmann area 6,0,0,0,0,0
Left CerebrumInferior Frontal Gyrus,0,0,0,0,0
Middle Frontal Gyrus,0,0,0,0,0
Left CerebrumLimbic LobeAnterior CingulateGray MatterBrodmann area 9,0,0,0,0,0
Left CerebrumFrontal LobeMedial Frontal GyrusGray MatterBrodmann area 9,0,0,0,0,0
Right CerebrumFrontal LobeMedial Frontal GyrusGray MatterBrodmann area 9,0,0,0,0,0
Right CerebrumLimbic LobeAnterior CingulateGray MatterBrodmann area 9,0,0,0,0,0
Left CerebrumSuperior Frontal Gyrus,0,0,0,0,0
Left CerebrumTemporal LobeMiddle Temporal GyrusGray MatterBrodmann area 19,0,0,0,0,0
Right CerebrumTemporal LobeMiddle Temporal GyrusGray MatterBrodmann area 19,0,0,0,0,0
Left CerebrumTemporal LobeMiddle Occipital GyrusGray MatterBrodmann area 19,0,0,0,0,0
Left CerebrumOccipital LobePrecuneusWhite Matter,0,0,0,0,0
Right CerebrumOccipital LobePrecuneusWhite Matter,0,0,0,0,0
Left CerebrumOccipital LobePrecuneusGray MatterBrodmann area 31,0,0,0,0,0
Right CerebrumOccipital LobePrecuneusGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumOccipital LobePrecuneus,0,0,0,0,0
Left CerebrumOccipital LobePrecuneusGray MatterBrodmann area 18,0,0,0,0,0
Right CerebrumOccipital LobePrecuneusGray MatterBrodmann area 18,0,0,0,0,0
Right CerebrumOccipital LobePrecuneus,0,0,0,0,0
Left CerebrumOccipital LobePrecuneusGray MatterBrodmann area 23,0,0,0,0,0
Right CerebrumOccipital LobePrecuneusGray MatterBrodmann area 23,0,0,0,0,0
Left CerebrumSub-lobarPosterior CingulateWhite Matter,0,0,0,0,0
Right CerebrumSub-lobarPosterior CingulateWhite Matter,0,0,0,0,0
Left CerebrumFrontal LobePostcentral GyrusWhite Matter,0,0,0,0,0
Right CerebrumFrontal LobePostcentral GyrusWhite Matter,0,0,0,0,0
Left CerebrumFrontal LobePostcentral GyrusGray MatterBrodmann area 4,0,0,0,0,0
Right CerebrumFrontal LobePostcentral GyrusGray MatterBrodmann area 4,0,0,0,0,0
Precentral Gyrus,0,0,0,0,0
Left CerebrumLimbic LobeAnterior CingulateGray MatterBrodmann area 33,0,0,0,0,0
Right CerebrumLimbic LobeAnterior CingulateGray MatterBrodmann area 33,0,0,0,0,0
Inter-HemisphericAnterior Cingulate,0,0,0,0,0
Left CerebrumFrontal LobeAnterior CingulateGray MatterBrodmann area 9,0,0,0,0,0
Cuneus,0,0,0,0,0
Left CerebrumOccipital LobeCuneusGray MatterBrodmann area 19,0,0,0,0,0
Right CerebrumOccipital LobeCuneusGray MatterBrodmann area 19,0,0,0,0,0
Superior Occipital Gyrus,0,0,0,0,0
Left CerebrumOccipital LobeSuperior Occipital Gyrus,0,0,0,0,0
Right CerebrumOccipital LobeSuperior Occipital Gyrus,0,0,0,0,0
Left CerebrumOccipital LobeSuperior Occipital GyrusGray MatterBrodmann area 19,0,0,0,0,0
Right CerebrumOccipital LobeSuperior Occipital GyrusGray MatterBrodmann area 19,0,0,0,0,0
Left CerebrumOccipital LobeSuperior Occipital GyrusWhite Matter,0,0,0,0,0
Right CerebrumOccipital LobeSuperior Occipital GyrusWhite Matter,0,0,0,0,0
Left CerebrumTemporal LobeSuperior Occipital Gyrus,0,0,0,0,0
Right CerebrumTemporal LobeSuperior Occipital Gyrus,0,0,0,0,0
Left CerebrumTemporal LobeCuneusWhite Matter,0,0,0,0,0
Right CerebrumTemporal LobeCuneusWhite Matter,0,0,0,0,0
Left CerebrumParietal LobePrecuneusGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumParietal LobePrecuneusGray MatterBrodmann area 18,0,0,0,0,0
Right CerebrumParietal LobePrecuneusGray MatterBrodmann area 18,0,0,0,0,0
Right CerebrumParietal LobePrecuneusGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumParietal LobePrecuneusWhite Matter,0,0,0,0,0
Left CerebrumParietal LobePrecuneus,0,0,0,0,0
Right CerebrumParietal LobePrecuneus,0,0,0,0,0
Right CerebrumTemporal LobePrecuneusGray MatterBrodmann area 31,0,0,0,0,0
Right CerebrumParietal LobePrecuneusWhite Matter,0,0,0,0,0
Frontal LobeMiddle Temporal GyrusGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumTemporal LobePrecuneusWhite Matter,0,0,0,0,0
Left CerebrumTemporal LobePrecuneusWhite Matter,0,0,0,0,0
Left CerebrumTemporal LobeSupramarginal Gyrus,0,0,0,0,0
Left CerebrumTemporal LobeSupramarginal GyrusGray MatterBrodmann area 40,0,0,0,0,0
Left CerebrumTemporal LobeSupramarginal GyrusWhite Matter,0,0,0,0,0
Right CerebrumTemporal LobeSupramarginal GyrusWhite Matter,0,0,0,0,0
Right CerebrumTemporal LobeSupramarginal GyrusGray MatterBrodmann area 40,0,0,0,0,0
Right CerebrumTemporal LobeSupramarginal Gyrus,0,0,0,0,0
Left CerebrumTemporal LobeInferior Parietal LobuleWhite Matter,0,0,0,0,0
Right CerebrumParietal LobeExtra-NuclearWhite Matter,0,0,0,0,0
Right CerebrumTemporal LobeInferior Parietal LobuleWhite Matter,0,0,0,0,0
Left CerebrumTemporal LobeInferior Parietal LobuleGray MatterBrodmann area 40,0,0,0,0,0
Left CerebrumParietal LobeInferior Parietal LobuleGray MatterBrodmann area 40,0,0,0,0,0
Left CerebrumParietal LobeInferior Parietal LobuleWhite Matter,0,0,0,0,0
Right CerebrumParietal LobeInferior Parietal LobuleWhite Matter,0,0,0,0,0
Right CerebrumParietal LobeInferior Parietal LobuleGray MatterBrodmann area 40,0,0,0,0,0
Left CerebrumParietal LobeSupramarginal Gyrus,0,0,0,0,0
Right CerebrumParietal LobeSupramarginal Gyrus,0,0,0,0,0
Left CerebrumTemporal LobeInferior Parietal Lobule,0,0,0,0,0
Right CerebrumTemporal LobeInferior Parietal LobuleGray MatterBrodmann area 40,0,0,0,0,0
Right CerebrumTemporal LobeInferior Parietal Lobule,0,0,0,0,0
Left CerebrumParietal LobeInferior Parietal Lobule,0,0,0,0,0
Inter-HemisphericLimbic Lobe,0,0,0,0,0
Right CerebrumParietal LobeInferior Parietal Lobule,0,0,0,0,0
Left CerebrumLimbic LobeWhite Matter,0,0,0,0,0
Left CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 2,0,0,0,0,0
Right CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 2,0,0,0,0,0
Left CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 1,0,0,0,0,0
Right CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 1,0,0,0,0,0
Left CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 3,0,0,0,0,0
Right CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 3,0,0,0,0,0
Left CerebrumFrontal LobePostcentral GyrusGray MatterBrodmann area 3,0,0,0,0,0
Right CerebrumFrontal LobePostcentral GyrusGray MatterBrodmann area 3,0,0,0,0,0
Left CerebrumFrontal LobeInferior Frontal GyrusGray MatterBrodmann area 9,0,0,0,0,0
Right CerebrumFrontal LobeInferior Frontal GyrusGray MatterBrodmann area 9,0,0,0,0,0
Right CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 9,0,0,0,0,0
Left CerebrumFrontal LobeSuperior Frontal GyrusGray MatterBrodmann area 9,0,0,0,0,0
Right CerebrumFrontal LobeSuperior Frontal GyrusGray MatterBrodmann area 9,0,0,0,0,0
Inter-HemisphericSuperior Frontal Gyrus,0,0,0,0,0
Right CerebrumOccipital LobeCuneusGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumTemporal LobeSuperior Occipital GyrusGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumTemporal LobeSuperior Occipital GyrusGray MatterBrodmann area 39,0,0,0,0,0
Left CerebrumOccipital LobeSuperior Occipital GyrusGray MatterBrodmann area 39,0,0,0,0,0
Left CerebrumOccipital LobeCuneusGray MatterBrodmann area 31,0,0,0,0,0
Right CerebrumOccipital LobeSuperior Occipital GyrusGray MatterBrodmann area 39,0,0,0,0,0
Left CerebrumLimbic LobePrecuneus,0,0,0,0,0
Left CerebrumLimbic LobeCingulate Gyrus,0,0,0,0,0
Right CerebrumLimbic LobeCingulate Gyrus,0,0,0,0,0
Right CerebrumLimbic LobePrecuneus,0,0,0,0,0
Left CerebrumLimbic LobeCingulate GyrusGray MatterBrodmann area 31,0,0,0,0,0
Right CerebrumLimbic LobeCingulate GyrusGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumTemporal LobeSub-GyralGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumTemporal LobeSub-GyralGray MatterBrodmann area 39,0,0,0,0,0
Left CerebrumLimbic LobePrecuneusWhite Matter,0,0,0,0,0
Left CerebrumLimbic LobePrecuneusGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumLimbic LobeCingulate GyrusWhite Matter,0,0,0,0,0
Right CerebrumLimbic LobeCingulate GyrusWhite Matter,0,0,0,0,0
Right CerebrumLimbic LobePrecuneusGray MatterBrodmann area 31,0,0,0,0,0
Right CerebrumLimbic LobePrecuneusWhite Matter,0,0,0,0,0
Left CerebrumOccipital LobeSuperior Temporal Gyrus,0,0,0,0,0
Right CerebrumOccipital LobeSuperior Temporal Gyrus,0,0,0,0,0
Left CerebrumParietal LobeSupramarginal GyrusGray MatterBrodmann area 40,0,0,0,0,0
Right CerebrumParietal LobeSupramarginal GyrusGray MatterBrodmann area 40,0,0,0,0,0
Left CerebrumParietal LobeSupramarginal GyrusWhite Matter,0,0,0,0,0
Right CerebrumParietal LobeSupramarginal GyrusWhite Matter,0,0,0,0,0
Supramarginal Gyrus,0,0,0,0,0
Right CerebrumLimbic LobeSub-GyralGray MatterBrodmann area 31,0,0,0,0,0
Inferior Parietal Lobule,0,0,0,0,0
Left CerebrumLimbic LobeCingulate GyrusGray MatterBrodmann area 23,0,0,0,0,0
Right CerebrumLimbic LobeCingulate GyrusGray MatterBrodmann area 23,0,0,0,0,0
Left CerebrumFrontal LobeInferior Parietal LobuleWhite Matter,0,0,0,0,0
Right CerebrumFrontal LobeInferior Parietal LobuleWhite Matter,0,0,0,0,0
Left CerebrumParietal LobePrecentral GyrusGray MatterBrodmann area 3,0,0,0,0,0
Left CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 3,0,0,0,0,0
Right CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 3,0,0,0,0,0
Left CerebrumLimbic LobeCingulate GyrusGray MatterBrodmann area 24,0,0,0,0,0
Right CerebrumLimbic LobeCingulate GyrusGray MatterBrodmann area 24,0,0,0,0,0
Left CerebrumFrontal LobeMiddle Frontal GyrusGray MatterBrodmann area 9,0,0,0,0,0
Right CerebrumFrontal LobeMiddle Frontal GyrusGray MatterBrodmann area 9,0,0,0,0,0
Left CerebrumLimbic LobeCingulate GyrusGray MatterBrodmann area 32,0,0,0,0,0
Right CerebrumLimbic LobeCingulate GyrusGray MatterBrodmann area 32,0,0,0,0,0
Left CerebrumLimbic LobeMedial Frontal GyrusGray MatterBrodmann area 32,0,0,0,0,0
Right CerebrumLimbic LobeMedial Frontal GyrusGray MatterBrodmann area 32,0,0,0,0,0
Left CerebrumLimbic LobeMedial Frontal Gyrus,0,0,0,0,0
Right CerebrumLimbic LobeMedial Frontal Gyrus,0,0,0,0,0
Right CerebrumCuneus,0,0,0,0,0
Left CerebrumOccipital LobeCuneusGray MatterBrodmann area 7,0,0,0,0,0
Right CerebrumOccipital LobeCuneusGray MatterBrodmann area 7,0,0,0,0,0
Angular Gyrus,0,0,0,0,0
Left CerebrumOccipital LobeAngular Gyrus,0,0,0,0,0
Right CerebrumOccipital LobeAngular Gyrus,0,0,0,0,0
Left CerebrumTemporal LobeAngular Gyrus,0,0,0,0,0
Left CerebrumTemporal LobeAngular GyrusGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumTemporal LobeAngular GyrusGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumTemporal LobeAngular Gyrus,0,0,0,0,0
Left CerebrumTemporal LobeAngular GyrusWhite Matter,0,0,0,0,0
Right CerebrumTemporal LobeAngular GyrusWhite Matter,0,0,0,0,0
Left CerebrumParietal LobeCuneusWhite Matter,0,0,0,0,0
Right CerebrumParietal LobeCuneusWhite Matter,0,0,0,0,0
Left CerebrumParietal LobeAngular GyrusWhite Matter,0,0,0,0,0
Right CerebrumParietal LobeAngular GyrusWhite Matter,0,0,0,0,0
Left CerebrumParietal LobeAngular GyrusGray MatterBrodmann area 39,0,0,0,0,0
Left CerebrumParietal LobePrecuneusGray MatterBrodmann area 7,0,0,0,0,0
Right CerebrumOccipital LobePrecuneusGray MatterBrodmann area 7,0,0,0,0,0
Right CerebrumParietal LobeAngular GyrusGray MatterBrodmann area 39,0,0,0,0,0
Left CerebrumOccipital LobePrecuneusGray MatterBrodmann area 7,0,0,0,0,0
Right CerebrumParietal LobePrecuneusGray MatterBrodmann area 7,0,0,0,0,0
Parietal Lobe,0,0,0,0,0
Left CerebrumParietal LobeSupramarginal GyrusGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumParietal LobeSupramarginal GyrusGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumPrecuneus,0,0,0,0,0
Right CerebrumParietal Lobe,0,0,0,0,0
Left CerebrumParietal LobeInferior Parietal LobuleGray MatterBrodmann area 2,0,0,0,0,0
Left CerebrumFrontal LobePostcentral Gyrus,0,0,0,0,0
Right CerebrumFrontal LobePostcentral Gyrus,0,0,0,0,0
Left CerebrumLimbic LobeCingulate GyrusGray MatterBrodmann area 9,0,0,0,0,0
Right CerebrumLimbic LobeCingulate GyrusGray MatterBrodmann area 9,0,0,0,0,0
Left CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 9,0,0,0,0,0
Right CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 9,0,0,0,0,0
Left CerebrumParietal LobeCuneus,0,0,0,0,0
Left CerebrumParietal LobePrecuneusGray MatterBrodmann area 19,0,0,0,0,0
Right CerebrumParietal LobePrecuneusGray MatterBrodmann area 19,0,0,0,0,0
Inter-HemisphericPrecuneus,0,0,0,0,0
Right CerebrumParietal LobePrecuneusGray MatterBrodmann area 39,0,0,0,0,0
Left CerebrumParietal LobePrecuneusGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumParietal LobeSub-GyralGray MatterBrodmann area 39,0,0,0,0,0
Left CerebrumParietal LobeAngular GyrusGray MatterBrodmann area 40,0,0,0,0,0
Right CerebrumParietal LobeAngular GyrusGray MatterBrodmann area 40,0,0,0,0,0
Left CerebrumLimbic LobeSub-GyralGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumParietal LobeCingulate GyrusGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumParietal LobeCingulate Gyrus,0,0,0,0,0
Right CerebrumParietal LobeCingulate Gyrus,0,0,0,0,0
Right CerebrumParietal LobeCingulate GyrusGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumParietal LobeSub-GyralGray MatterBrodmann area 40,0,0,0,0,0
Right CerebrumParietal LobeSub-GyralGray MatterBrodmann area 40,0,0,0,0,0
Left CerebrumFrontal LobeCingulate GyrusWhite Matter,0,0,0,0,0
Right CerebrumFrontal LobeCingulate GyrusWhite Matter,0,0,0,0,0
Left CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 4,0,0,0,0,0
Left CerebrumFrontal LobePrecentral GyrusGray MatterBrodmann area 9,0,0,0,0,0
Left CerebrumFrontal LobeCingulate Gyrus,0,0,0,0,0
Left CerebrumFrontal LobeCingulate GyrusGray MatterBrodmann area 32,0,0,0,0,0
Right CerebrumFrontal LobeCingulate Gyrus,0,0,0,0,0
Right CerebrumFrontal LobeCingulate GyrusGray MatterBrodmann area 32,0,0,0,0,0
Left CerebrumFrontal LobeMedial Frontal GyrusGray MatterBrodmann area 6,0,0,0,0,0
Left CerebrumFrontal LobeCingulate GyrusGray MatterBrodmann area 6,0,0,0,0,0
Right CerebrumFrontal LobeMedial Frontal GyrusGray MatterBrodmann area 6,0,0,0,0,0
Right CerebrumFrontal LobeCingulate GyrusGray MatterBrodmann area 6,0,0,0,0,0
Precuneus,0,0,0,0,0
Left CerebrumParietal LobeInferior Parietal LobuleGray MatterBrodmann area 39,0,0,0,0,0
Right CerebrumParietal LobeInferior Parietal LobuleGray MatterBrodmann area 39,0,0,0,0,0
Left CerebrumFrontal LobePrecuneusGray MatterBrodmann area 31,0,0,0,0,0
Right CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumParietal LobeSub-GyralGray MatterBrodmann area 2,0,0,0,0,0
Right CerebrumParietal LobePrecentral GyrusGray MatterBrodmann area 3,0,0,0,0,0
Left CerebrumLimbic LobeSub-GyralGray MatterBrodmann area 24,0,0,0,0,0
Right CerebrumLimbic LobeSub-GyralGray MatterBrodmann area 24,0,0,0,0,0
Left CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 6,0,0,0,0,0
Left CerebrumFrontal LobeMiddle Frontal GyrusGray MatterBrodmann area 6,0,0,0,0,0
Right CerebrumFrontal LobeMiddle Frontal GyrusGray MatterBrodmann area 6,0,0,0,0,0
Left CerebrumFrontal LobeMiddle Frontal GyrusGray MatterBrodmann area 8,0,0,0,0,0
Right CerebrumFrontal LobeMiddle Frontal GyrusGray MatterBrodmann area 8,0,0,0,0,0
Left CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 8,0,0,0,0,0
